fname,dialogue,summary,topic
train_398_aug,"#Person1#: 여기 음료, 손님.#Person2#: 아니요, 이게 아니에요. 커피를 시킨 게 아니라 콜라를 주문했어요.#Person1#: 아, 정말, 손님. 바로 콜라로 바꿔드릴게요.#Person2#: !#Person1#: 네, 손님. 바로 음료.#Person2#: 그게 아니라요. 제 벌레가 있어요.#Person1#: 정말인가요, 손님? 정말 죄송합니다. 바로.#Person2#: 이렇게 더러운 식당은 처음이고, 이렇게 서비스도 처음이에요.#Person1#: 죄송합니다.","#Person2#가 콜라를 주문했는데 #Person1#이 커피를 가져다주고, #Person2#는 수프에서 벌레를 발견했습니다.",잘못된 주문과 음식 문제
train_399_aug,"#Person1#: 아침이야, Mary!#Person2#: 좋은 아침,!#Person1#: 생일을 축하하려고 저녁 파티를 열 건데, 몇 초대하려고 해. 다음 주 토요일에 올 수 있어?#Person2#: , 너무 좋지. 토요일에 하는 거지?#Person1#: , 와주면 좋겠어.#Person2#: 거의 확실히 괜찮을. 네 생일을 같이 축하하고 싶어. 몇 시에 시작해?#Person1#: 오, 좋다. 여섯 시 반에서 일곱 시 사이에 와주면 좋겠어. 저녁 전에 와인 한 하면서 시간 있을 거야.#Person2#: 좋네. 일곱 갈게.","John은 다음 주 토요일에 있을 자신의 생일 파티에 Mary를 초대하고, Mary는 참석할 예정이다.",생일 파티 초대
train_400_aug,"#Person1#: 영화 어떻게?#Person2#: 별로였어. 정말 참기 힘든 있었고, 스토리는 너무 지루해서 잠이 오더라.#Person1#: 그러게, 기대만큼 재미있진 않았지만 음악은 좋았어. 나는 재즈를 항상 좋아했거든. 그 영화에 재즈가 많이.#Person2#: 알아. 그런데 재즈는 나를 늘 짜증나게 해. 난 영화에서 들어간 걸 별로 즐기지 않아.#Person1#: 아쉽다. 그럼 어떤 영화를?#Person2#: 액션이 많은 거, 공포 영화 좋아해.#Person1#: , 그렇구나.#Person2#: 뭐, 팝콘 먹고 너랑 같이 있었던 건 좋았어. 네가 더 중요하지.#Person1#: 그런 말 고마워.#Person2#: .","#Person1#과 #Person2# 모두 영화가 재미없다고 생각한다. #Person1#은 재즈를 좋아하지만, #Person2#는 재즈를 짜증난다고 생각한다. #Person2#는 액션이 많은 영화를 선호한다.",영화 취향
train_401_aug,"#Person1#: Lodge, 언제 한 번 우리 집에. 내가 새로 산 스테레오 꼭 봐야 돼.#Person2#: , 언제가 괜찮아?#Person1#: 괜찮아?#Person2#: 몇 가면 돼?#Person1#: 6시 이후면 괜찮아.#Person2#: , 약속이야.",#Person1#은 #Person2#에게 새로 산 스테레오를 보러 오라고 초대합니다.,스테레오 구경
train_402_aug,"#Person1#: 안녕하세요, 저는 Jake라고 해요. 합창단에 새로 왔는데, 뭐예요?#Person2#: , 저는 Tonia예요.#Person1#: 알토?#Person2#: 사실 할 수 있는데, 지휘자님이 다음 공연에 알토로 부르셨거든요. 당신은요?#Person1#: 우리 둘 다 여기저기 갔다 하네요. 저는 바리톤이에요.#Person2#: 베이스 파트 정말 좋아요. 같이 노래하면 마음에 드실 거예요.#Person1#: 아까 워밍업하면서 들어봤는데.#Person2#: 합류해 줘서 고마워요. 좋은 목소리가 필요했거든요.","Jake는 합창단에 새로 합류했고, Tonia는 그를 환영합니다. Tonia는 소프라노와 알토를 소화할 수 있으며, Jake는 바리톤입니다.",합창단 신입
train_403_aug,#Person1#: 야! 너한테 깜짝 있어.#Person2#: ?#Person1#: 이 카드 열어보고.#Person2#: 여름 휴가 때 중국 여행? 와! 정말 멋진 선물이야! 고마워. 내가 받은 서프라이즈 중에.,#Person1#이 #Person2#를 위해 깜짝 선물을 준비했습니다.,깜짝 선물
train_404_aug,"#Person1#: 안녕하세요, 손님. 여기 한번 보세요. 저희는 다양한 종류의 있습니다.#Person2#: 아내 생일이 스웨터 하나 사려고요. 아내가 울 스웨터가 필요하대요.#Person1#: 이 회색 스웨터는 어떠세요? 순수 울 100% 입니다.#Person2#: 촉감이 좋네요. 색상의 터틀넥 스웨터도 있나요? 제 아내는 V넥보다 터틀넥을 더 좋아해요.#Person1#: 네, 있습니다. 어떤 사이즈를?#Person2#: 사이즈 1이요. 근데 만약 아내가 이 스웨터를 마음에 들어 하지 어떻게 하죠?#Person1#: 언제든지 가져오시면 환불해 드립니다.#Person2#: . 선물 포장해 주실 수 있나요?#Person1#: 네, 잠시만 주세요.","#Person2#는 아내의 생일 선물로 스웨터를 사려고 하며, 아내는 터틀넥을 선호합니다. #Person1#이 추천한 스웨터를 #Person2#가 구매합니다.",스웨터 구매
train_405_aug,"#Person1#: . 제가 도와드릴까요, 손님?#Person2#: 네, 은행에 계좌가 있는 사람에게 돈을 보내는 방법을 알려줄 수 있나요?#Person1#: , 우편 송금, 전신환 또는 SWIFT 송금으로 수 있어요. 아니면 은행환을 끊어서 직접 수취인에게 우편으로 발송할 수도 있어요.#Person2#: 좋은 방법이 뭐죠?#Person1#: 그건 금액과 상대방이 돈을 얼마나 빨리 받아야 하는지에 따라. SWIFT 송금이 가장 빠르지만, 보통 가장 저렴해요. 얼마를 보내시려고요?#Person2#: .#Person1#: 우편 지급 명령으로 보내시는 게?#Person2#: 얼마나?#Person1#: 약 정도요.#Person2#: 잘 모르겠어요. 더 빨리 수 있을까요?#Person1#: 물론이죠. 전신환이나 SWIFT 이용할 수 있어요.#Person2#: 그 두 가지는 얼마나 걸리죠?#Person1#: 전신환과 SWIFT 송금은 보통 수취인 계좌에 3 ~ 4 영업일 이내에. 수취인의 은행이 우리 은행의 제휴 은행인지 아니면 다른 은행을 하는지에 따라 다릅니다.#Person2#: 알겠습니다. 전신환으로 보내려면 해야 하나요?#Person1#: 이 작성하셔야 합니다, 손님.","#Person1#은 #Person2#에게 독일 은행에 계좌가 있는 사람에게 돈을 보내는 방법을 설명하며, 빠르게 보내기 위한 방법으로 전신환과 SWIFT 송금을 추천합니다.",국제 송금
train_406_aug,"#Person1#: 이번에는 발령 받았어?#Person2#: 파리에 있는 새로 설립된 사무소를 점검하러 하더라고. 넌?#Person1#: 또 홍콩이야. 이번에는 좀 다른 데로 싶어.#Person2#: 나한테 광둥어 좀 가르쳐주면 다음에 네 바꿔줄 수 있게 내가 좀 뛰어볼게.#Person1#: 진짜 배우고 출장 다녀와서 나한테 리마인드 줘.#Person2#: 좋아, 그렇게.#Person1#: 가?#Person2#: 출발해.","#Person1#과 #Person2#는 각각의 발령지에 대해 이야기하며, #Person2#는 #Person1#에게 광둥어를 가르쳐 달라고 요청하고, #Person1#이 이에 동의한다.",발령지 공유와 광둥어 학습
train_407_aug,"#Person1#: 안녕하세요, 뭔가 막히신 것 같은데?#Person2#: 그러니까, 여기 정보가 너무 많은데, 이 전혀 못 알아보겠어요!#Person1#: , 그렇군요. 혹시 무엇에 관심이 있으신가요?#Person2#: 사는 게 나을지 저축 예금에 돈을 넣는 게 나을지 잘 모르겠어요.#Person1#: 음, 그건 투자하실 금액에 다르겠네요.#Person2#: 한 10, 000 RIB 정도 생각하고.#Person1#: 그 정도면 좋은 금액이에요! 자, 보험을 구매하시면, 매년 고정 94. 35 RIB를 받게 되실 거예요.#Person2#: 예금은요?#Person1#: 저축 예금은 더 많이 받을 수도 있어요. 보세요, 만기일 경우, 20% 의 세금을 떼더라도 1. 58% 의 이자율이. 그러니까 기술적으로는 더 많은 수익을 받을 수 있어요.#Person2#: ! 그게 더 좋네요.","#Person2#는 어떤 항목에 투자할지 고민하고 있습니다. #Person1#은 보험과 저축 예금의 이익을 계산하여, 저축 예금이 더 많은 수익을 줄 수 있음을 발견합니다.",투자 결정
train_408_aug,"#Person1#: , 도와드릴까요?#Person2#: 네, 실수로 휴대폰을 변기에.#Person1#: 아, 그렇군요. 여기 잘 오셨네요. 저희는 다양한 모바일 여러 모델을 보유하고 있습니다.#Person2#: 좋네요. 너무 비싼 건 말고, 중간 가격대 보고 싶어요.#Person1#: 저희에겐 이 새로운 ETC 스마트폰이 있습니다. 안드로이드 OS가 탑재되어 있어서 앱 다운로드가 가능합니다. , MP3, 터치스크린도 있어요. 그리고 3G 네트워크로 어디서든 인터넷에 빠르게 접속할 수 있습니다.#Person2#: 어떤가요?#Person1#: 당연히 지원됩니다! 집이나 핫스팟에서 접속이 가능합니다.#Person2#: 마지막으로,?",#Person2#가 실수로 휴대폰을 변기에 빠뜨려 새 휴대폰을 구매하려고 합니다. #Person1#이 그에게 다양한 모델을 추천합니다.,휴대폰 구매 상담
train_409_aug,"#Person1#: 저는 희귀 우표 모으는 걸 정말 좋아해요. 당신은 취미가?#Person2#: 저는 그렇게 관심이 없고, 스킨스쿠버를 더 좋아해요.#Person1#: 아, 그럼 우리 마을에서 열리는 우표 가본 적 있나요?","#Person1#은 희귀 우표 수집에 관심이 있고, #Person2#은 스킨스쿠버에 관심이 있습니다.",취미
train_410_aug,"#Person1#: 직장에서 뭐 했어?#Person2#: 정말 바빴어. 추가로 좀 더 일해야 했어. 중요한 고객이 큰 주문을 넣겠다고 해서 동료들과 함께 했어.#Person1#: 때문에 그렇게 확인할 게 많았어?#Person2#: 가장 중요한 건 재고가 있는지 확인하는 거였어. 재고가 있으면 바로 배송할 수 있으니까. 또 가격도 확인해야 했어. 이 고객은 특별한 가격을 제공해야 하거든.#Person1#: 그렇구나. 일은 없었어?#Person2#: 잠재 고객들로부터 이메일을 많이. 각 이메일마다 이전 회의에서 합의한 사항이 뭔지 확인해야 했지. 고객마다 조건과 요구사항이 다르니까.#Person1#: 각 고객별로 모든 기억하기 어렵겠네.#Person2#: 맞아. 그래서 모든 걸 컴퓨터 파일로 관리해. 사무실에서는 종이를 안 써. 점심 먹고 한 고객이 문제를 제기했거든.#Person1#: 문제 해결하는 거 정말 싫어해. 정당한 문제였어?#Person2#: 응, 정당한. 문제를 해결하긴 했는데, 그 일에 한 시간 넘게 걸렸어.#Person1#: 정말 지냈구나.#Person2#: 그게 아니야! 또 상사한테 제출할 영업 보고서도 했어. 결국 다 끝냈어. 내일 아침에는 또 무슨 일이 기다릴지 궁금하네.","#Person2#는 오늘 바빴습니다. #Person2#는 #Person1#에게 재고 확인, 고객 이메일 처리 및 문제 해결을 했다고 말합니다. 또한 #Person2#는 상사를 위한 영업 보고서를 작성 완료했습니다.",바쁜 업무
train_411_aug,"#Person1#: 안녕하세요. 타임 애프터 타임 워치에 오신 환영합니다.#Person2#: 시계를 하나 싶어요.#Person1#: 잘 오셨어요. 어떤 종류의 시계를 찾고?#Person2#: 음, 잘 모르겠어요. 이 시계는 얼마인가요?#Person1#: 아, 이 롤렉스를 말씀하시는 건가요? 달러입니다.#Person2#: 아, 그건 좀 부담스럽네요. 이건?#Person1#: 이건 오백.#Person2#: , 이것도 제겐 너무 비싸네요. 더 저렴한 건 없나요?","#Person2#가 시계를 사고 싶어 하고, #Person1#이 몇 가지를 추천하지만 #Person2#는 가격이 비싸다고 생각합니다.",시계 구매
train_412_aug,"#Person1#: Bob, 우리 상사 봤어? 이 서류에 사인 받아야.#Person2#: 사무실에 계셔. 근데 말 조심히 하는 게 좋을.#Person1#: 그래?#Person2#: 아니, 없는데 오늘 기분이 안 좋으신 것 같아.#Person1#: 알려줘서.#Person2#: .",#Person1#이 상사에게 서류에 사인을 받아야 하는 상황에서 #Person2#가 상사의 기분이 좋지 않으니 말조심하라고 조언한다.,상사와의 대화
train_413_aug,"#Person1#: 그 식당?#Person2#: 별로 마음에 들지.#Person1#: 문제라고 생각되는 부분이?#Person2#: 글쎄, 새로 오픈한 곳이잖아. 아직 준비가 덜 된 느낌이었어.#Person1#: 음식은?#Person2#: 그다지 흥미롭지.#Person1#: 서비스도 별로 좋지 것 같아.#Person2#: 맞아, 서비스가 살려주진 않았어.#Person1#: 다시 식당 가고 싶어?#Person2#: 몇 달 후에 상황이 안정되면 가볼까 해.",#Person2#가 새로 오픈한 식당에 대해 부정적인 경험을 이야기합니다. 준비가 부족했고 음식과 서비스가 만족스럽지 않았다고 평가했습니다.,식당 평가
train_414_aug,"#Person1#: 당신 정말 화가 납니다.#Person2#: 진정하세요,.#Person1#: 지금 것 같아요! 당신이 이 일을 엉망으로 만들었잖아요.#Person2#: 문제가 생겨서 정말 유감입니다.#Person1#: 유감이라니, 그게 다인가요? 나를 위해 뭘 할 수?#Person2#: #Person1#님, 왜 화가 나셨는지 이해합니다. 믿어주세요, 이 문제를 해결하기 위해 최선을 다하고 있어요.#Person1#: 음, 당신들이 하고 계신 건 충분하지 않아요!#Person2#: 며칠만 더 주신다면, 이 해결할 수 있을 것입니다.","#Person1#은 #Person2#에게서 발생한 문제로 인해 화가 났고, 적절한 해결책을 요구하고 있습니다.",문제 해결 요구
train_415_aug,"#Person1#: 요즘 어떻게?#Person2#: 사실 잠을 잘 못 있어서 좀 멍해요.#Person1#: 잠을 못 자는 특별한 있나요?#Person2#: 잘 자려고 해도 깨요.#Person1#: 보통 밤에 몇 시쯤 가요?#Person2#: 11시쯤 자려고 해요.#Person1#: 잠들려고 할 때, 생각이?#Person2#: 암에 걸리셔서 계속 생각하게 돼요.#Person1#: 잠들기 전에 명상을 하거나 책을 읽는 건?#Person2#: 보통 잠들기 전에 TV를 많이 보는데, 좀 더 다른 걸 시도해봐야겠어요.",#Person2#는 #Person1#에게 잠을 잘 못 자고 어머니의 암으로 인해 많은 생각을 한다고 말합니다. #Person2#는 마인드 컨트롤을 위해 명상이나 책 읽기를 시도해볼 계획입니다.,불면증과 스트레스
train_416_aug,"#Person1#: 제 편의 시설 영화 때문에 10달러가 청구되었다고 나와 있는데, 전 영화 주문한 적이 없어요.#Person2#: 한번. 여기 보니까 월요일 밤 9시에 ' 타이타닉 ' 영화로 청구되었다고 하네요.#Person1#: 그건 절대 잘못된 거예요! 저 월요일 밤에는 구경하고 있었어요.#Person2#: 알겠습니다, 제가 도와드릴 수 있는 게 있는지 볼게요.#Person1#: . 이렇게 간단할 줄은 몰랐네요.#Person2#: 청구서에서 10달러를 빼드릴 수는 있는데, 서비스 요금으로 2달러를 해요.#Person1#: 정말이에요? 제가 보지도 않은 영화 때문에 내야 하나요?#Person2#: 죄송하지만, . 컴퓨터가 그렇게 프로그램되어 있어서 어쩔 수 없습니다.#Person1#: 이건 말도 안 돼요! 이 호텔에 오지 않을 거예요!#Person2#: 죄송합니다, . 본사에 편지를 쓰시는 건 어떨까요?","#Person1#의 편의 시설 요금에 영화 시청으로 10달러가 청구되었지만, #Person1#은 영화를 주문한 적이 없습니다. #Person2#는 도움을 제공하기 위해 노력했지만, #Person1#은 결과에 만족하지 않았습니다.",편의 시설 요금 문제
train_417_aug,"#Person1#: Jack, 나 어떻게 쓰는지 모르겠어. 좀 알려줄 수 있어?#Person2#: 먼저 네 이름과 써야 해.#Person1#: 그럼, 연락처는 포함되는 거야?#Person2#: 집 전화번호, 휴대전화 번호, 이메일 것들이야.#Person1#: 다른 거 더?#Person2#: 그다음에는 네가 직책에 대해 써야 해. 예를 들면 무역 관련 직책 같은 것.#Person1#: 알겠어. 그게 내가 직책이네.#Person2#: 맞아. 그런 다음에는 네, 학력, 관련 경험을 강조해야 해.#Person1#: . 능력은 전문성에 관한 것이고, 학력은 쉬워. 그런데 관련 경험은 해야 해? 난 경력이 거의 없어.#Person2#: 걱정하지 마. 경험은 시간이 걸리는 거야. 자신감을 해.#Person1#: . 그나저나 학력은 초등학교부터 써야 해?#Person2#: 보통 써.#Person1#: 정말 고마워. 바로 쓸게.",#Person1#은 이력서 작성법을 몰라 Jack에게 도움을 요청합니다. Jack은 #Person1#에게 이력서 작성법을 조언하고 자신감을 가지라고 격려합니다.,이력서 작성
train_418_aug,"#Person1#: Poppas는 직위에 맞지 않는 것 같아.#Person2#: 그래. 컴퓨터 운영 경험은 있는데 프로그래밍 훈련이 별로 없어. Anderson은 어때?#Person1#: 난 마음에. 열정도 많고 프로그래밍에 대해 잘 아는 것 같아.#Person2#: 맞아. 근데 믿을 만한지 모르겠어. 올해만 번이나 다른 일을 했잖아. 몇 달 일하다가 그만둘지도 몰라.#Person1#: 그러게. 근데 지난 상사가 추천서를 장이나 썼더라고. Anderson이 정말 뛰어난 프로그래머라고 하시더라.#Person2#: 아마 그렇겠지. 근데 우리가 많은 투자하고 나서 그만두면 안. 사실, Logan이 제일 좋은 후보인 것 같아.#Person1#: 결혼 후엔 안 했지?#Person2#: 돌보고 있었어. 근데 정말 헌신적이야.#Person1#: 맞아. 그 원장님이 정말 잘했다고 하더라고. 프로그래머가 될 것 같아?#Person2#: 분명 그럴 거야. 그녀가 다녔던 기관의 선생님한테서 추천서도 있잖아.#Person1#: .#Person2#: 그리고 Logan이 더 전문적으로 보여. 옷차림도 우리 회사에서 일하는 것에 대한 태도도 긍정적이었어.",#Person1#과 #Person2#는 이 직위에 적합한 후보를 논의하고 있습니다. 그들은 Anderson과 Poppas보다 Logan이 더 적합하다고 동의했습니다. Logan은 헌신적이고 더 전문적으로 보이기 때문입니다.,적합한 후보 논의
train_419_aug,"#Person1#: 안녕하세요, 플라자 호텔입니다. 도와드릴까요?#Person2#: 안녕하세요, 객실 요금을 좀 알아보려고 합니다. 요금이 얼마인가요?#Person1#: , 고객님, 싱글룸은 현재 180달러에서 240달러 사이입니다.#Person2#: ?#Person1#: 더블룸은 현재 270달러에서 사이입니다.#Person2#: 세금은 포함돼?#Person1#: 아니요. 하지만 아침식사는 포함되어 있고, 서비스 요금은.#Person2#: 네, 감사합니다. 싱글룸은 180달러에서 240달러, 270달러라고 이해했습니다.#Person1#: 아니요. 더블룸 가격은 270달러에서 사이입니다.#Person2#: 아, 그렇군요. 추가 침대를 요청할 있을까요?#Person1#: 네, 물론입니다. 추가 침대는.#Person2#: 네, . 감사합니다.#Person1#: .",#Person2#는 객실 요금을 문의하며 #Person1#이 이에 대해 설명합니다. 세금과 서비스 요금은 포함되어 있지 않지만 아침 식사가 포함되어 있습니다.,객실 요금 문의
train_420_aug,"#Person1#: 안녕하세요. Imports입니다. 무엇을 도와드릴까요?#Person2#: , Mr. James Johnson 좀 바꿔주실래요?#Person1#: 죄송하지만, Mr. Johnson이 자리에 없으세요. 메시지를 남기시겠어요?#Person2#: 여기 Star Electronics의 Richard Alexander입니다. 오후에 꼭 전화 부탁드립니다.#Person1#: 혹시 사무실 번호랑 휴대폰 번호 계세요?#Person2#: 아마 있을 겁니다. 그래도 다시 알려드릴게요.#Person1#: .#Person2#: 제 사무실#PhoneNumber#이고, 휴대폰#PhoneNumber#입니다. 사무실 번호로는 오후 6시 전까지, 그리고 오늘 하루 종일 휴대폰으로 가능합니다.#Person1#: 알겠습니다. 돌아오시면 바로.","Richard Alexander가 Mr. James Johnson과 통화하기 위해 연락을 시도했으나, James가 부재중이라 메시지를 남겼습니다.",전화 메시지 전달
train_421_aug,"#Person1#: , Tom. 뭐 읽고 있어?#Person2#: 아, 안녕, Tanya. 신문이야, Community News라는 건데, 좋은 소식만 다루는 신문이야.#Person1#: 아, 그래. 본 거.#Person2#: 응, 아이디어지? 계속 나쁜 뉴스만 나오는 게 질려서. 이제 누군가는 주류 신문에 좀 창의적인 제공할 때가 된 것 같아.#Person1#: 그런가. 문제는 좋은 소식만 있다면, 모든 이야기를 온전히 알고 있는 건지, 아니면 그냥 말로만 포장된 건지 어떻게 알아? 저널리즘 같지는 않은데, 이야기의 양쪽 면과 모든 사실을 보도하는 게 아니니까.",Tom은 Tanya에게 좋은 소식만 담긴 Community News라는 신문을 읽고 있다고 말합니다. Tanya는 그런 뉴스가 객관적인 저널리즘은 아닐 것이라고 생각합니다.,좋은 소식 신문
train_422_aug,"#Person1#: 여기서 무슨 일이 벌어지고 있는?#Person2#: 무슨 일이냐고요? 음, 경찰관님, 제가 창문을 통해 나가려 하는데, 여기 프로이드가 도와주고 있어요.#Person1#: 왜 정문으로 나가지 않고 창문을 통해 거죠?#Person2#: 그게요, 열쇠를 찾지 못해서 시간이 없거든요. 자, 프로이드, 서둘러야 해요.#Person1#: 잠시만요, 뭔가 숨기는 것 같은데요. 이 집이 당신 집은?#Person2#: 아니에요, 제 형 집이에요. 잠시 형 머무르고 있었어요.#Person1#: 형은 있나요?#Person2#: 아쉽게도 지금 없어요. 주거침입 감옥에 있어요.","#Person2#는 창문을 통해 나가려는 이유를 #Person1#에게 설명하지만, #Person1#은 그의 말을 의심합니다.",주거침입 의혹
train_423_aug,"#Person1#: Catherine, 사진에서 정말 예쁘게 나왔다.#Person2#: 아, 고마워. 그 웨딩드레스 입느라 고생했어. 너무 작았거든.#Person1#: 왜 네 사이즈로 맞췄어?#Person2#: 그게, 그 드레스가 거라서 엄마도 결혼식 입으셨고, 나도 꼭 입고 싶었어. 그래서 입으려고 6개월 동안 고생했어.#Person1#: 어떻게?#Person2#: 배우들이 시도하는 다이어트 알아? 오래 하면 건강에 안 좋겠지만, 효과는 정말 대단해.#Person1#: 그 다이어트에는 고기를 못 거 아니야?#Person2#: 아니야, 사실 구운 치킨이나 스테이크, 베이컨 같은 먹을 수 있어. 근데 빵하고 버터는 안 돼.#Person1#: 정말 좋아하지만 하는 게 많네.#Person2#: 맞아, 다이어트는 지겨워. 뭐, 어차피 웨딩드레스는 다시 안 입을 거 같긴 해.","#Person1#은 사진 속 Catherine이 예쁘다고 칭찬하고, Catherine은 할머니의 웨딩드레스를 입기 위해 6개월간 다이어트를 했다는 이야기를 #Person1#에게 전한다.",웨딩드레스와 체중 감량
train_424_aug,"#Person1#: 안녕하세요, Mr..#Person2#: , Miss Green. 무슨 일이에요? 어디에 계신가요?#Person1#: 집에 있어요. 아파요. 심한 감기랑 두통이 있는 것.#Person2#: 안됐네요. 그럼, 집에 계시는 게 좋겠어요.#Person1#: 감사합니다, . Baker. 내일 뵐게요.#Person2#: 내일 봐요. 계세요.#Person1#: 안녕히 계세요, Mr..",Miss Green은 감기와 두통으로 인해 출근하지 못하고 Mr. Baker에게 전화로 이를 알립니다.,출근 통보
train_425_aug,"#Person1#: 빌, 읽고 있어?#Person2#: 이번 주 사이언티스트야. 왜?#Person1#: 그냥 궁금해서. 재미있어 보이는데, 나는 한 번도 읽어본 적이 없어서. 과학자들만 읽는 거야, 아니면 나 같은 일반 사람도 이해할 수?#Person2#: 아, 누구나 읽을 있어. 보통 과학 관련한 시사나 연구 개발에 관한 기사나 이야기들이 실려 있어. 지금은 상대방의 목소리뿐만 아니라 얼굴까지 볼 수 있는 새로운 전화기에 대해 읽고 있어.#Person1#: 아, 그거 들어봤어. 시장에 나왔어? 살 수 있어?#Person2#: 아니, 이 모델은 아직 아니야. 하지만 다른 모델들을 시험해 보고 있어. 이 모델은 색상과 움직이는 이미지가 특별해.#Person1#: 아, 그거.#Person2#: 처음 비디오폰 — 그게 이름이야 — 은 일본에서 만들어졌어. 근데 그건 정지된 흑백 이미지만 보여줄 수, 그래서 이 비디오폰이 훨씬 낫지. 근데 말이지, 난 갖고 싶지 않을 것 같아, 너는?#Person1#: , 나도 별로. 엄청 비쌀 것 같은데. 가격이 얼마인지 나와 있어?#Person2#: 응. 초기에 나온 흑백 수백 파운드야. 근데 이 모델은 수천 파운드쯤 돼.#Person1#: 흠. 왜 사람들이 이걸 갖고 할까?#Person2#: 해외와 자주 연락해야 하는 회사들이 필요로 거야. 마치 얼굴을 맞대고 대화하는 것처럼. 그래서 해외 출장을 많이 줄일 수 있을지도.#Person1#: 응, 그럴 수도.","빌은 새로운 전화기에 대해 설명하면서, 비디오폰의 발전 과정과 그 유용성에 대해 #Person1#과 대화를 나눴습니다. 두 사람 모두 그 전화기를 사지 않을 것 같다고 결론지었습니다.",뉴 사이언티스트 읽기
train_426_aug,"#Person1#: 저녁에 주로 뭐 하면서 시간?#Person2#: 음, 음악 듣는 걸 좋아해요. 팝 음악을 자주 듣고, TV 보는 것도 좋아해요. 책 읽는 것보다는 훨씬 재미있어요.",#Person2#는 저녁에 주로 음악을 듣거나 TV 보는 것을 좋아한다고 말합니다.,저녁 시간 취미
train_427_aug,"#Person1#: 왔어요. 안녕하세요, 아빠.#Person2#: , 잠깐. 어디 가니?#Person1#: 아빠, 엄마한테 벌써 말씀드렸잖아요. 오늘 밤 했다고요.#Person2#: 누구랑? 데이트 가는?#Person1#: 네. 엄마가 어제 Dirk도 만났어요. 그 사람 진짜. Cindy랑 Evan하고 더블데이트할 거예요.#Person2#: .#Person1#: 이제 가야.#Person2#: , 잠깐. 그 사람 좀 보고 싶어.#Person1#: 있어요.#Person2#: 그래서 오늘 밤 뭐 할 계획이야? 가는 거야?#Person1#: 아빠! 저녁 먹으러 가고, 영화 볼 거예요.#Person2#: 무슨, 등급은 뭐야?#Person1#: SF. 제목은 잘 모르겠지만 PG 등급이에요.#Person2#: 그 영화 어디서?#Person1#: 캠퍼스 플라자.#Person2#: 나도 오늘 밤 영화 보려 했는데.#Person1#: , 아빠.#Person2#: 그 친구 좀 보게 해 줘. [아빠가 거실 봄 ]. 저 사람 콧수염 있었네!#Person1#: 아빠, 저 사람 Dirk 아니에요. 형이에요. 우리 거기까지 데려다줄 거예요! 이제 가도 돼요?#Person2#: .#Person1#: 엄마가 괜찮다고 했고, 엄마가 부모님도 아세요.#Person2#: .#Person1#: .#Person2#: 그래, 8시까지 집에 와.#Person1#: 8시! ? 영화가 7시 반에 시작하잖아요. , 아빠.#Person2#: 그래. 들어와.#Person1#: 사랑해요,.#Person2#: 사랑해.#Person1#: .#Person2#: .","#Person1#은 오늘 밤 Dirk와 외출하여 식사를 하고 영화를 볼 예정이라고 아빠에게 말합니다. 아빠는 #Person1#에게 11시까지 돌아오라고 하였고, #Person1#은 동의합니다.",부녀 데이트 협상
train_428_aug,"#Person1#: 이제 처참했던 1분기에 대한 세부사항은 다뤘으니, Ed! 좋은 소식 좀 줘 봐. 이번 매출 상황은 어때?#Person2#: 음, 저기. 나쁜 소식 먼저 들을래, 아니면 더 소식?#Person1#: 뭐라고? Ed, 설마 나쁜 없는 거야?#Person2#: 음, 사장님, 지난달에만 매출이 50% 나 급락했습니다. 현재 재고 직원이 너무 많고, 빠르게 줄고 있어요. 시장은 불황 상태고, 재고를 처리하거나 직원들을 줄일 방법도 없습니다. 감원을 고려하면, 새 보상 패키지 규정 비용이 엄청나게 들 거예요. 정말 엉망진창입니다.#Person1#: 이런. 우리는 얼마나 빨리 돈을 있는 건지?#Person2#: 음. 어떻게 말씀드릴까요? 이 속도라면 석 달 챕터 11을 신청할 겁니다.#Person1#: ? 이런, 어떻게 이런 일이. 그럼 나쁜 소식은 뭐야?#Person2#: 아, 그게 더 나쁜 소식이에요. 공급업체가 QC 문제를 겪었고, 우리 제품의 불량입니다. 지난 분기 동안 판매한 모든 물품을 회수해야 할. 그리고 최악의 부분은? 이 비용을 우리가 떠안아야 한다는 거죠.#Person1#: 장난하는 거야? 지금 당장 공급업체 연락해! 이 난장판 비용은 그들이!#Person2#: 시도해봤지만, 사장님. 공장이 파산했고, 소유주는 도피한 것 같아요.#Person1#: 망했어!#Person2#: 정말 좋은 소식이 하나 있긴!#Person1#: 정말??#Person2#: 새로운 직장 받았어요!","Ed는 #Person1#에게 회사의 매출이 급락하고 판매된 제품의 절반이 불량이라는 두 가지 나쁜 소식을 전합니다. 회사는 파산 신청 가능성을 고려해야 하며, 공급업체의 문제로 인해 제품 회수 비용을 자체 부담해야 하는 상황입니다.",매출 하락과 품질 문제
