fname,summary
test_162,"#Person1#과 #Person2#는 밴드를 시작하기로 결정하고, #Person1#은 Vanilla Ice의 노래를 추천합니다."
test_163,"#Person1#과 #Person2#는 뉴올리언스에서의 여행을 즐기고 있으며, #Person1#은 #Person2#에게 Sanger Theater에서의 쇼를 보러 가자고 제안합니다."
test_164,#Person1#은 #Person2#의 도움으로 옷을 구매하고 신용카드로 결제합니다.
test_165,Blake씨는 Foster씨에게 내일 오후에 교육 매뉴얼을 가져다줄 예정입니다.
test_166,#Person2#는 롱아일랜드에서 출발하여 솔트레이크시티로 가서 형의 생일을 축하할 계획입니다. #Person1#은 그 여행이 좋다고 생각합니다.
test_167,"#Person1#은 비행기를 타기 위해 서두르고 있으며, #Person2#에게 파멜라를 돌봐달라고 부탁합니다. #Person1#은 #Person2#가 진정한 친구라고 생각합니다."
test_168,#Person1#은 #Person2#에게 도시의 가장 번화한 거리와 이동 방법에 대해 묻습니다.
test_169,"#Person1#과 #Person2#는 이슬람에 대한 프로그램을 보고 있다. #Person2#는 #Person1#에게 무슬림들이 메카로 성지순례를 가는 이유와 사고가 자주 나는 이유를 설명한다. 또한, #Person2#는 다른 종교의 순례자들에 대해 이야기한다."
test_170,"#Person1#은 길을 잃었고, #Person2#는 중앙 백화점과 국가 은행으로 가는 길을 안내해 주었습니다."
test_171,"#Person1#은 #Person2#에게 런던에 가는 방법을 묻고, #Person2#는 고속버스를 제안합니다."
test_172,"톰은 음식 코너에서 치킨 샌드위치를 받기 위해 20분을 기다렸지만, 치킨이 덜 익어 마음에 들지 않았습니다. 케서린은 패스트푸드를 좋아하지 않으며, 미국인의 3분의 2는 패스트푸드를 피한다고 말합니다."
test_173,"#Person2#는 #Person1#의 도움으로 레모네이드와 바비큐 윙을 주문하고, 나중에 추가 주문을 하기로 합니다."
test_174,"#Person2#는 더블 치즈버거, 컬리프라이, 중간 사이즈 펩시를 주문하고, #Person1#은 총 금액을 $5.48으로 계산합니다."
test_175,"#Person2#는 아침으로 머핀을 구웠고, #Person1#은 #Person2#에게 반숙 계란을 요청했지만, #Person1#은 완숙 계란을 제공했다."
test_176,"#Person2#는 #Person1#에게 그랜드 호텔로 가달라고 요청합니다. #Person1#은 그랜드 호텔의 위치를 알지 못하지만, #Person2#가 주소를 알려주자 그는 알게 됩니다."
test_177,"#Person1#은 #Person2#에게 사진을 찍어달라고 요청하고, #Person2#는 사진을 찍는 것을 허락합니다."
test_178,"#Person2#는 내일 빈 방을 찾고자 했으나, #Person1#은 만실이라고 알리고 근처의 선셋 호텔을 추천합니다."
test_179,"#Person2#는 미국 비자 신청을 완료했으며, #Person1#에게 비자 신청 과정이 어렵고 서류 준비가 복잡하다고 설명합니다."
test_180,"#Person2#가 Anne에게 전화를 걸어 다시 만나자고 제안하지만, Anne은 거절합니다."
test_181,"Mary는 #Person1#에게 인터넷 쇼핑이 편리하고 저렴하다고 설명하며, #Person1#에게 온라인 은행 계좌를 개설하라고 조언합니다."
test_182,"#Person1#은 #Person2#에게 미국식 회계에 대해 묻고, #Person2#는 회계 단위, 계속기업 원칙, 측정 단위, 회계 기간, 객관성에 대해 설명합니다."
test_183,"제인은 피터에게 여름에 시안에 가는 계획을 이야기하며, 그가 함께 가기를 제안합니다. 피터는 흥미를 보이며 비용을 묻고, 제인은 그가 휴가 때 어디로 가고 싶은지 묻습니다."
test_184,#Person2#는 #Person1#의 도움을 받아 로맨스 영화를 대여합니다. #Person2#는 신작 영화 3.50달러와 다른 영화 2달러를 지불합니다. #Person1#은 #Person2#에게 영화를 목요일 밤 10시까지 반납하라고 상기시킵니다.
test_185,"#Person1#이 Mr. Lee에게 소포를 전달하려고 했으나, Mr. Lee는 서명을 요청하며 잠시 기다리라고 했습니다."
test_186,"#Person1#은 오늘 밤 출발하는 비행기를 찾고 있었으나, 공항이 닫혀서 내일 아침까지 비행기가 없었습니다. #Person2#는 공항 호텔에 객실을 준비해두었고, #Person1#은 불을 켜 놓지 않으면 잠을 못 자는 습관이 있다고 말했습니다."
test_187,#Person1#과 #Person2#는 지난주에 #Person1#이 #Person2#를 도와준 것에 대해 보답할지 논의합니다. 결국 #Person1#이 식당을 찾기로 합니다.
test_188,"#Person2#는 성적 때문에 스트레스를 받고 불면증을 겪고 있다. #Person1#은 #Person2#에게 요가 수업을 듣거나 이완 테크닉을 배우라고 조언한다. #Person2#는 시간이 없다고 하자, #Person1#은 음악을 듣는 것을 추천한다."
test_189,"#Person1#은 주방을 새로 장식하고 싶어 하지만, #Person2#는 현재의 주방이 편하고 좋다고 생각합니다."
test_190,"Sterling과 Walter는 새 교수님에 대해 이야기하며, 그 교수님은 뛰어난 과학자이지만 덤벙대는 성향이 있다고 생각합니다."
test_191,#Person2#는 #Person1#의 검사 결과가 명확하지 않아 더 정확한 확인을 위해 상담을 예약하고 싶어합니다.
test_192,"Martin은 Eliza 선생님에게 시험 준비가 잘 되고 있으며, 아르바이트를 통해 용돈을 벌고 있다고 말합니다."
test_193,"#Person1#은 소포를 한국으로 보내려고 합니다. #Person2#는 소포가 무겁다고 말하며, #Person1#은 더 저렴한 소포 우편 방법을 선택합니다."
test_194,"#Person1#은 호텔 방에서 휴대폰을 찾지 못하고, Linda는 #Person1#의 여동생에게 전화를 걸어 핸드폰을 빵집에 두었다는 사실을 알리고, 빵집에 전화를 걸어 핸드폰을 가지러 갈 예정이다."
test_195,"#Person1#은 미국에서 온 관광객으로, #Person2#는 #Person1#에게 음료를 제공합니다."
test_196,"#Person1#은 여름 방학을 기대하고 있지만, #Person2#는 여름에 사업 수업을 듣고 아르바이트를 하며 경험을 쌓을 계획이다."
test_197,"#Person2#는 우유 배달을 하던 중, 12번 집의 정원 문을 열려고 했으나 큰 가지를 박아 부상을 입었다. 개는 정원 안에서 크게 짖었지만 울타리를 넘지 않았다."
test_198,"#Person1#은 #Person2#에게 6년 전과 지금의 차이점에 대해 묻습니다. #Person2#는 더 오랜 시간을 일하고 더 많은 돈을 번다고 말합니다. 또한, #Person2#는 관리 훈련 과정을 두 번이나 받았고, 어머니를 돌봐야 해서 여행을 자주 가지 않습니다."
test_199,#Person1#은 #Person2#의 도움으로 통장을 개설합니다. #Person2#는 보통 예금 통장에 이자가 붙지 않는 이유를 설명합니다.
test_200,"#Person1#은 중국 음식을 먹고 싶어 하고, #Person2#는 광동 요리와 베이징 요리를 추천합니다. #Person1#은 베이징 요리를 먹고 싶어 하며, #Person2#는 그 식당의 위치를 알려줍니다."
test_201,#Person1#과 #Person2#는 가격에 동의했지만 배송이 늦어질까 봐 걱정하고 있습니다. #Person1#은 #Person2#에게 다음 달에 오클랜드를 떠나는 첫 배에 주문을 실어주기로 했습니다.
test_202,"#Person1#이 방에서 독서등을 깨뜨렸고, #Person2#는 #Person1#에게 양식을 작성하도록 요청합니다."
test_203,"#Person1#은 2006 회계연도 마케팅 계획에 대해 강연하고 있으며, #Person2#는 젊은 소비자들을 끌어들이고 이미지를 새롭게 바꾸는 것을 목표로 했다고 설명합니다."
test_204,"#Person2#는 #Person1#에게 유럽 여행 계획을 설명합니다. #Person2#는 파리, 니스, 밀라노를 방문할 예정이며, 에든버러에서 페스티벌에 참석할 계획입니다."
test_205,Jimmy Fox는 중형차를 예약했으나 차가 모두 나가 있어 작은 차로 예약을 변경합니다. #Person2#는 보험과 대여료에 대해 할인을 제공합니다.
test_206,"#Person1#은 엄마에게 카드게임을 하자고 요청하고, 엄마는 #Person1#에게 숙제를 보여달라고 합니다."
test_207,"Ann은 Mr. Jones에게 이번 주의 일정을 알려주며, 그는 런던에서의 회의와 Ms. Von과의 대화에 대해 질문합니다."
test_208,"#Person2#는 지형 지도를 보고 있으며, #Person1#은 세계 대부분이 물로 덮혀 있다는 사실에 놀랍니다."
test_209,"#Person2#는 방에 담배 냄새가 심해서 금연 방으로 교체를 요청하고, #Person1#은 이를 도와줍니다."
test_210,Bill은 젖어 있는 페인트에 손을 대는 실수를 했습니다. John Sampson은 젖어 있는 시멘트를 걸어갔습니다. 작업자들은 표지판을 세우려고 젖어 있는 시멘트를 걸어갑니다.
test_211,"#Person1#과 #Person2#는 즐거운 시간을 보낸 후, #Person1#이 #Person2#에게 전화를 걸어 다시 만나기로 약속합니다."
test_212,"Bill은 Jim에게 Dick이 이탈리아 여행 후 아팠지만, William 박사가 최대한 빨리 복귀할 수 있다고 말합니다."
test_213,"#Person2#는 #Person1#에게 회사가 야근을 강요하고 최저임금만 주며, 야근에 대한 추가 수당도 없다고 말합니다. #Person1#은 #Person2#에게 그만두라고 조언하지만, #Person2#는 다른 직장을 찾기 어려울 것 같다고 걱정합니다."
test_214,"Lisa는 남편 Mark가 바람을 피우고 있다는 사실을 알게 되어 #Person1#에게 이야기한다. Lisa는 Mark에게 그 여자에 대해 물어보고, 결국 Mark가 잘못을 자백한다."
test_215,#Person2#는 #Person1#에게 의사가 빨간 고기를 줄이고 식단을 정리하라고 조언했다고 전달합니다.
test_216,"#Person1#은 #Person2#에게 이별을 통보하고, #Person2#는 그를 붙잡으려 하지만 #Person1#은 떠나기로 결심합니다."
test_217,"#Person2#는 #Person1#에게 도서관 이용 방법을 설명하고, #Person1#은 회화 영어 관련 책 두 권을 대출합니다."
test_218,"#Person1#과 #Person2#는 오늘 날씨가 좋다고 생각하며, 밖에서 점심을 먹기로 결정합니다. 그들은 해변에 가는 것을 고려하기 시작합니다."
test_219,#Person1#은 #Person2#에게 박물관 내에서 사진 촬영이 금지되어 카메라를 잠시 맡아달라고 요청합니다.
test_220,"#Person2#는 대출 신청에 대한 정보를 얻고 싶어 합니다. #Person1#은 #Person2#에게 대출 조건을 설명하지만, #Person2#는 신용 점수가 낮아 대출을 받기 어렵다고 느낍니다."
test_221,"#Person1#은 모니카의 발표가 성공적이었다고 칭찬하며, 모니카는 여러 부서의 동료들이 도와주었다고 말합니다."
test_222,"#Person1#은 아침에 뛰기를 원하지만 일찍 일어나기 어려워합니다. 톰은 아침에 뛰는 것을 좋아하며, #Person1#에게 내일 아침에 함께 뛰자고 제안합니다."
test_223,#Person1#은 #Person2#에게 일본 레스토랑의 제공 음식과 영업 시간을 문의합니다.
test_224,"#Person1#이 Simpson 씨에게 점심을 함께하자고 제안하고, Simpson 씨는 이를 수락합니다."
test_225,"#Person1#은 데이트 상대와 함께 레스토랑에 가려고 합니다. #Person2#는 그레이머시 타번을 추천하고, #Person1#은 그곳에 예약을 요청합니다."
test_226,"#Person1#은 #Person2#의 음식과 음료를 주문하고, #Person2#는 팁을 받지 않는다고 설명합니다."
test_227,"#Person1#과 #Person2#는 각자의 나라에서 인기 있는 스포츠에 대해 이야기합니다. #Person2#의 나라에서는 축구, 농구, 수영, 테니스가 인기이며, #Person1#의 나라에서는 골프와 럭비가 인기입니다."
test_228,"#Person2#는 핀란드 헬싱키로 가는 가장 저렴한 항공편을 예약하고 싶어합니다. #Person1#은 #Person2#에게 하루 전 자정에 출발하는 항공편을 추천하며, #Person2#는 채식 기내식을 요청합니다."
test_229,"#Person1#은 내일 할머니를 방문할 예정이며, 할머니는 #Person1#을 디즈니 월드에 데려가 주실 예정입니다."
test_230,"#Person2#는 호주에 가보고 싶어하며, 그레이트 배리어 리프를 보고 싶어합니다."
test_231,"Laura는 헬스장에 가서 몸매를 유지하기 위해 운동을 한다. #Person1#은 주로 걷기를 운동 삼아 하고, Laura는 친구들과 테니스를 치며 때때로 혼자 수영하거나 자전거를 탄다. Laura는 #Person1#에게 헬스장에 가자고 초대하지만, #Person1#은 거절한다."
test_232,"#Person2#는 #Person1#에게 시카고에서 태어났고, 열네 살 때 로스앤젤레스로 이주하여 링컨 고등학교를 졸업했다고 말합니다. 이후 유럽으로 여행을 갔고, 뮌헨에서 약 2년간 거주했습니다."
test_233,"#Person1#은 새 정장을 #Person2#에게 보여주며, #Person2#는 그 가격이 좋지 않다고 생각합니다."
test_234,"Ann은 Robin과의 인터뷰를 통해 mountain lake cycle tour에 대해 소개합니다. Robin은 투어가 경주가 아니며, 참가자들이 체력 증진과 재미를 위해 참가한다고 설명합니다."
test_235,"#Person2#는 #Person1#의 추천으로 아페리티프를 주문하고, 바의 시그니처 음료인 싱어를 시도합니다."
test_236,"#Person1#은 #Person2#에게 점심을 사주며, #Person2#에게 번지 점프를 권유한다. #Person2#는 번지 점프를 무서워하지만, #Person1#은 자신이 금방 적응했다고 말한다. #Person1#은 자신의 지갑을 잃어버렸다."
test_237,"#Person1#은 노르망디 상륙작전에 대한 정보를 찾고 싶어 하며, #Person2#는 인터넷을 통해 정보를 찾고 도서관을 방문할 것을 제안합니다."
test_238,#Person2#는 첫 훈련을 시작하며 어디서부터 시작해야 할지 몰라서 #Person1#에게 도움을 요청합니다. #Person1#은 #Person2#에게 가벼운 무게로 시작하라고 조언합니다.
test_239,"#Person1#은 캠퍼스 내 주차를 원하며, #Person2#는 학생을 위한 주차 건물을 추천합니다."
test_240,"Emily는 Susan에게 급여 명세서에 대해 질문합니다. Susan은 Emily에게 FICA와 SUI 세금이 무엇인지, Medicare와 건강 보험 계획에서 공제되는 이유를 설명합니다. Emily는 Susan의 설명을 이해하고 감사의 인사를 전합니다."
test_241,"#Person1#은 자판기에서 간식을 사려고 하지만, 돈을 넣는 과정에서 어려움을 겪습니다. #Person2#는 #Person1#에게 돈을 몇 번 넣어보라고 조언합니다."
test_242,"#Person2#는 #Person1#에게 겨울 방학에 태국에 있는 여자친구를 만나러 갈 계획이라고 말합니다. #Person1#은 놀랍지만, #Person2#는 인터넷을 통해 몇 달 동안 알고 지내며 서로 가까워졌다고 설명합니다."
test_243,"케이트는 제임스에게 새 가구와 커튼을 소개하며, 제임스는 카펫에 대해 솔직한 의견을 제시한다."
test_244,"#Person2#는 Bill에게 하루 운동 일정표를 제시하지만, Bill은 그 일정을 거부합니다."
test_245,"#Person1#은 과학 과목에 등록할지 고민하고 있으며, #Person2#는 #Person1#에게 과학을 전공하지 않는 학생들을 위한 좋은 입문 과목을 추천합니다."
test_246,"Tim은 환경에 대해 배우고, 친구들과 함께 환경을 보호하기 위해 노력하고 있습니다. 그는 학교에서 사용하는 종이를 줄이고, 과제를 전자적으로 제출하며, 학교 매점에서 음료수 자판기를 제거할 것을 제안하고 있습니다."
test_247,#Person1#은 크리스마스가 다가오면서 일과에 대한 스트레스를 토니에게 털어놓습니다. 토니는 #Person1#의 상황을 이해합니다.
test_248,"Bill은 Sue에게 케이크를 먹어보라고 제안하지만, Sue는 알레르기 때문에 케이크를 먹을 수 없다고 설명한다. Bill은 Sue에게 레스토랑에서 스프를 가져다주겠다고 제안한다."
test_249,"#Person2#는 여름 옷을 찾고 있으며, #Person1#은 세일 중인 여름 의류를 추천합니다. #Person2#는 티셔츠와 치마를 구매합니다."
test_250,"#Person1#은 표를 받으러 왔으나, #Person2#는 #Person1#의 예약이 취소되었다고 알립니다."
test_251,"#Person1#과 #Person2#는 부활절에 가족이 모두 모인 것을 보고, 어른들이 아이들을 숨기는 것을 발견합니다."
test_252,#Person1#은 아들이 나쁜 습관을 가지게 되어 걱정하고 있다. #Person2#는 #Person1#에게 아들을 존중하고 인내심을 갖고 대하라고 조언한다.
test_253,"#Person1#은 #Person2#에게 Julie와 Alex가 결혼했다고 전하며, Alex의 들러리가 총각 파티를 준비 중이라고 말합니다. #Person2#는 스트립 클럽에 가는 것을 싫어하지만, #Person1#은 그게 재미있는 것일 뿐이라고 주장합니다."
test_254,#Person2#는 투표용지를 받는 방법을 몰라서 #Person1#에게 도움을 요청합니다. #Person1#은 #Person2#에게 투표용지를 제공하고 투표 부스로 가라고 안내합니다.
test_255,"#Person1#과 #Person2#는 회사가 인원 감축을 발표했다는 소식을 듣고, 조지, 앤디, 마이클, 리사, 나일 중 누가 잘릴지에 대해 논의합니다. #Person1#은 나일이 잘릴 것 같다고 생각하고, #Person2#는 나일이 잘리면 오히려 다행이라고 생각합니다."
test_256,"#Person1#과 #Person2#는 중국 드라마 '중국식 이혼'에 대해 이야기하며, 최근 이혼율 증가와 젊은 세대의 빠른 결혼 및 이혼에 대해 논의합니다."
test_257,"#Person1#과 Judy는 여행 예산을 계산하고 있습니다. Judy는 교통비와 호텔비가 예산의 주요 부분을 차지한다고 설명하며, #Person1#은 저렴한 호텔을 선택하면 숙소의 품질이 떨어질까 걱정합니다."
test_258,#Person1#은 #Person2#에게 메리가 파리에서 제로드와 결혼했다고 전합니다.
test_259,#Person2#는 지갑을 잃어버려 #Person1#에게 50달러를 빌립니다. #Person1#은 금요일에 갚겠다고 약속합니다.
test_260,"#Person1#은 #Person2#에게 주요 공급업체 두 곳이 합병했다는 소식을 전합니다. #Person2#는 이를 믿기 어려워하지만, #Person1#은 이를 재정신문에서 읽었다고 설명합니다."
test_261,"조는 톰의 새 조수가 거만하다고 생각하지만, 톰은 그녀가 모두에게 잘 도와준다고 생각한다."
test_262,"Sarah는 회의에서 제안을 제시했지만, 모두가 자기들끼리 싸우느라 제안을 듣지 않았다고 #Person1#에게 말합니다. #Person1#은 회의가 효율적이지 않았다고 생각하며, Sarah에게 짧고 간결하게 말하라고 조언합니다."
test_263,"#Person1#과 #Person2#는 이슬람에 관한 프로그램을 보고 있다. #Person2#는 #Person1#에게 메카로 순례를 가는 무슬림들이 하즈를 수행하는 이유를 설명한다. #Person1#은 여러 신앙의 순례에 대해 이야기하며, #Person2#는 루르드에 대한 이야기를 한다."
test_264,"Ted는 Jenny에게 데이트를 신청할 용기가 없고, Mike는 그에게 감정을 표현하라고 조언한다."
test_265,"#Person2#는 #Person1#에게 화를 풀기 위해 먼저 진정하고, 클래식 음악을 듣거나 운동하는 방법을 알려줍니다."
test_266,"#Person1#의 아버지는 #Person1#에게 뉴질랜드에 있는 가족에 대해 설명합니다. #Person1#의 외삼촌 Bill은 #Person1#의 엄마의 오빠이며, Bill의 두 딸 Sarah와 Jane은 #Person1#의 사촌입니다. 그들은 내년에 유럽 여행을 하며 #Person1#의 집을 방문할 예정입니다."
test_267,"#Person1#은 Stuart 씨가 도시 마라톤에서 우승한 것을 축하하며, 그의 아이들과 함께 경기를 관람한 경험을 공유합니다."
test_268,"#Person2#는 아이들과 아내를 위한 선물을 고르고 있습니다. #Person1#은 아이들에게 스니커즈를 추천하지만, #Person2#는 면세점의 총 지출 한도를 초과할 수 없다는 것을 깜빡합니다. #Person1#은 아내를 위한 향수를 추천하고, #Person2#는 DKNY 향수를 구매합니다."
test_269,"#Person1#은 영국으로 전화를 걸고 싶어 하지만 로밍 요금이 비싸서 고민하고 있습니다. #Person2#는 현지 SIM 카드를 추천하며, #Person1#은 그 방법을 시도하기로 합니다."
test_270,"Mr. Brown은 #Person2#에게 월급을 제안하고, #Person2#는 그 제안을 수락합니다."
test_271,"#Person1#과 #Person2#는 Barry와 그의 형 Paul에 대해 이야기합니다. #Person2#는 Barry가 야심차고 정직하지 않다고 생각하지만, Paul은 사교적이고 정직하다고 생각합니다. #Person1#은 #Person2#가 수줍음이 많다고 생각하지 않지만, #Person2#는 자신이 수줍음이 많다고 생각합니다. #Person1#은 #Person2#의 생일 파티에 참석할 예정입니다."
test_272,"#Person1#은 파사디나나 아카디아에서 전망이 좋은 중간 크기의 집을 찾고 있으며, #Person2#는 며칠 내에 연락할 예정입니다."
test_273,Grant 씨는 샘플을 보고 다음 주에 결정을 내리기로 했습니다.
test_274,"#Person1#은 PHS에서 Sons까지 가는 방법을 묻고, #Person2#는 두 번의 버스를 타야 한다고 안내합니다."
test_275,Mr. Lee가 Mrs. Word를 집까지 태워다 주며 우산을 들어주고 있습니다.
test_276,"#Person1#은 #Person2#의 어깨를 검사하고, 어깨 엑스레이를 찍기 위해 병원에 머무르는 것이 좋다고 제안합니다."
test_277,#Person2#는 신용카드를 잃어버렸다고 #Person1#에게 전화합니다. #Person1#은 #Person2#에게 몇 가지 정보를 요청하여 도와줄 것입니다.
test_278,"#Person1#은 잠시 낮잠을 자고 싶어 하고, #Person2#는 저녁 준비를 시작할 예정입니다."
test_279,"#Person2#는 중국 음식을 주문하고, #Person1#은 #Person2#의 요청에 따라 음료와 추가 음식을 제공합니다."
test_280,"#Person1#과 #Person2#는 식사를 준비하고 있습니다. #Person1#은 크림 케이크를 먹고 싶어 하고, #Person2#는 느끼하다고 생각합니다."
test_281,"#Person1#은 Lucy에게 노래를 부르라고 요청했지만, Lucy는 Stanley를 위해 노래를 듣고 싶다고 말한다."
test_282,"#Person2#는 #Person1#에게 DVD 산업이 영화관에 큰 도전을 제기하고 있다고 말하며, 영화관이 단순히 영화를 보는 장소가 아니라 사람들과 만나는 장소가 되어야 한다고 제안합니다."
test_283,"#Person1#은 #Person2#에게 실크와 면 드레스를 추천하고, #Person2#는 하얀색을 선호합니다."
test_284,"Joshua는 아빠에게 용돈을 받으려 하지만 아빠는 깜빡하고 있다. Joshua는 아빠에게 침대 밑에 있는 비밀 돈통을 사용하라고 제안하고, 아빠는 이에 동의한다."
test_285,"#Person1#과 #Person2#는 Mike의 생일 파티에 초대받았습니다. #Person1#은 Mike에게 파티 시간을 물어보고, #Person2#는 일 끝나고 운전하여 참석할 예정입니다."
test_286,"#Person1#은 소포를 우선우편으로 보내고, #Person2#는 보험을 들고 우표를 구매할 수 있는 위치를 안내합니다."
test_287,"#Person1#과 #Person2#는 태풍과 지진에 대해 이야기합니다. #Person2#는 중국이 지진이 자주 발생하는 이유를 설명하고, #Person1#은 원촨 지진을 언급합니다. 그들은 지진이 얼마나 무서운지에 대해 동의합니다."
test_288,"#Person1#과 #Person2#는 장마가 곧 끝날 것 같다고 생각합니다. #Person1#은 습하고 추운 날씨를 견디기 힘들어하며, #Person2#는 그런 날씨에 익숙합니다."
test_289,#Person1#과 #Person2#는 배구 경기 후 올림픽 기념품 가게를 방문하기로 결정합니다. 그들은 가족을 위한 선물을 사기 위해 가게를 방문할 예정입니다.
test_290,"#Person1#은 큰 요리를 자주 하기 때문에 큰 팬을 원합니다. #Person2#는 #Person1#에게 알루미늄 팬을 추천하고, #Person1#은 나무 손잡이가 있는 팬을 선택합니다."
test_291,#Person1#과 #Person2#는 퇴근 후에 만나기로 했습니다.
test_292,"#Person1#은 Mr. Becker의 사무실을 방문하고, Mr. Becker는 연방 정부의 직업이 보람되고 안정적이라고 설명합니다. #Person1#은 Mr. Becker의 급여에 대해 묻습니다."
test_293,"Pete는 Henry Johnson을 소개합니다. 그들은 같은 도시 출신임을 알게 되고, Pete는 노래방에 가는 것을 피하고 싶어합니다. 그러나 Henry는 노래방을 좋아합니다. 결국 그들은 저녁 식사 후 바 거리로 가기로 결정합니다."
test_294,"Julie는 Mr. Jones에게 지난 일주일 동안 아팠다고 말합니다. 그녀는 식중독을 의심하고 있으며, 친구들이 수업 자료를 가져다주고 인터넷에서 자료를 다운로드할 수 있다고 합니다."
test_295,"#Person1#은 Mike에게 친구들이 오늘 오후에 방문할 예정이라고 말하고, 음료수를 사오라고 요청합니다. Mike는 과일 주스와 콜라를 사오고, 커피를 만들고, 설탕을 사오기로 합니다."
test_296,"#Person1#은 #Person2#를 환영하며, #Person2#는 버스 여행이 편하지 않았다고 말합니다. #Person1#은 #Person2#에게 건강을 더 신경 써야 한다고 조언합니다."
test_297,#Person1#은 #Person2#에게 여행을 좋아하고 사람을 만나는 것을 좋아하며 외국어를 할 줄 아는지 물어봅니다. #Person2#는 이 일을 흥미롭게 생각합니다.
test_298,"지미는 에이미에게 어제 전화를 받지 못한 이유를 설명하며, 제니와 빌과 함께 베이하이 공원에서 피크닉을 다녀온 이야기를 한다. 에이미는 지미에게 책을 돌려주기 위해 전화를 했고, 지미는 30분 후에 카페에서 만나기로 한다."
test_299,"#Person1#이 Peter에게 차를 마시자고 제안했지만, Peter는 정원에 물을 주어야 한다고 말합니다. 비가 오자 Peter는 차를 마실 수 있게 됩니다."
test_300,"#Person1#은 #Person2#에게 긴급 회의를 최대한 빨리 소집하라고 요청합니다. Ken이 오늘 돌아오지 않을 것 같지만, #Person1#은 Ken에게 설명할 것입니다."
test_301,"#Person2#는 등기 우편을 보내기 위해 우표를 구매하고, #Person1#은 #Person2#에게 영수증과 거스름돈을 제공합니다."
test_302,"Mr. Smith는 감염을 치료하기 위해 항생제와 크림을 처방받고, 약국에서 할인을 받을 수 있습니다."
test_303,"#Person2#는 중국 공예품을 구매하고 싶어 하며, #Person1#은 자수를 추천합니다."
test_304,#Person1#은 #Person2#에게 에펠탑의 높이와 설계자인 구스타브 에펠의 이름에서 유래한 것임을 설명합니다.
test_305,"#Person1#은 Brian에게 영어를 배운 곳과 미국에 온 지 얼마나 되었는지, 아내와 함께 왔는지, 캘리포니아와 라스베이거스를 방문한 적이 있는지에 대해 묻습니다."
test_306,"#Person2#는 #Person1#이 늦게 도착한 것에 대해 걱정하고 있으며, #Person1#은 #Person2#를 안심시키려고 합니다."
test_307,"#Person1#은 #Person2#에게 계속 진행하면 문제가 생길 것이라고 경고하지만, #Person2#는 #Person1#이 항상 긍정적인 쪽을 보지 않는다고 말합니다."
test_308,#Person1#과 #Person2#는 John이 그녀와 데이트를 자주 하며 그녀에게 빠졌을 것이라고 생각합니다.
test_309,"#Person1#과 #Person2#는 런던의 역사적인 장소들을 방문할 계획을 세우고 있습니다. 그들은 웨스트민스터 사원, 런던 타워, 마담 투소 밀랍 인형 박물관을 방문할 예정입니다."
test_310,"다니엘은 과학을 가장 좋아하는 과목으로 선택했고, #Person2#는 그가 체육을 더 좋아할 줄 알았지만, 다니엘은 과학에 흥미가 있다고 설명한다."
test_311,"#Person1#은 베이비 샤워에서 받은 선물들에 감사의 뜻을 전하며, #Person2#는 #Person1#이 아기를 낳을 때까지 기다리겠다고 합니다."
test_312,"#Person1#은 중국에 관광하러 가고 싶어 하고, #Person2#는 동의하지만 함께 가기에는 시간이 없다고 말한다."
test_313,"Tim과 Karren은 즐거운 대화를 나누고, Tim은 가야 한다고 말합니다."
test_314,"#Person2#는 Michael의 새 오토바이를 타봤지만, 자전거를 사고 싶어합니다."
test_315,"#Person2#는 #Person1#에게 자신이 중국어 외에 영어와 프랑스어를 할 수 있다고 말합니다. #Person2#는 영어를 읽고 쓰는 데 능숙하며, 영어권 국가 사람들과 대화할 수 있다고 생각합니다."
test_316,낸시가 타일러에게 전화를 걸어 앤디가 전화했다고 전달해 달라고 요청합니다.
test_317,"#Person1#은 뉴욕 가는 비행기가 취소되었다는 소식을 듣고, #Person2#는 내일 비행기를 예약해 주고 50% 할인을 제공하기로 합니다."
test_318,"#Person1#과 #Person2#는 점심으로 버거 퀸에 가기로 결정합니다. #Person1#은 치즈버거가 맛있다고 말하고, #Person2#는 밀크셰이크를 좋아합니다. 그들은 음식을 기다리며 배고픔을 느낍니다."
test_319,#Person1#은 #Person2#의 짐이 8킬로그램을 초과하여 초과 수하물 요금을 지불해야 한다고 안내합니다.
test_320,"#Person1#은 목이 마르다고 느끼고 탄산음료를 마시고 싶어하지만, #Person2#는 건강을 위해 물을 권장합니다."
test_321,Wang Miao가 Mr. Green이 급한 일이 생겨 해외로 가게 되어 내일 약속을 취소했다고 전달합니다.
test_322,"#Person1#은 30 사이즈의 에나멜 가죽 구두를 찾고 있으며, #Person2#는 뒤꿈치가 꽉 끼는 것을 추천합니다."
test_323,"Benjamin은 프로젝트 보고서를 어떻게 써야 할지 모르고 있다. #Person1#은 Benjamin에게 보고서에 포함되어야 할 내용과 형식에 대해 설명하고, 마이크로소프트 워드 사용을 도와준다."
test_324,#Person2#는 Marty에게 해산물 피자와 얇은 도우를 주문합니다. Marty는 #Person2#에게 주소를 요청합니다.
test_325,"#Person1#은 새우 칵테일, 계란 수프, 스테이크, 양파 곁들인 음식, 미네랄 워터를 주문합니다."
test_326,"#Person1#은 #Person2#에게 집의 거실, 주방, 화장실에 대해 설명합니다."
