fname,summary
test_171,#Person1# 이 #Person2# 에게 런던에 함께 가자고 제안합니다. #Person1# 은 기차보다 자동차를 타는 것이 더 좋다고 생각합니다. 그들은 또한 고속버스를 타볼 계획입니다.
test_172,"톰은 음식 코너에서 기다린 끝에 치킨이 덜 익은 것을 받았기 때문에 점심을 잘 먹지 못했다. 케서린은 집에서 점심을 싸와서 먹었고, 그녀는 패스트푸드가 건강에 좋지 않다고 생각한다."
test_173,"#Person1#은 #Person2#가 레모네이드, 바비큐 윙, 그리고 베이비 백 립을 주문하는 것을 도와줍니다."
test_174,"#Person2#는 #Person1#의 도움으로 더블 치즈버거, 컬리프라이, 펩시를 주문했습니다."
test_175,#Person2#는 머핀을 구웠고 #Person1#는 #Person2#에게 반숙 계란을 만들어 달라고 요청했다. #Person1#는 #Person2#가 너무 까다롭다고 생각한다.
test_176,#Person2# 가 #Person1# 을 그랜드 호텔로 데려다 줍니다.
test_177,#Person1# 은 #Person2# 에게 미국 경찰이 어떻게 생겼는지 보여주고 싶어 사진 촬영을 요청합니다.
test_178,#Person2# 는 #Person1# 에게 근처에 선셋 호텔이 있다고 알려줍니다.
test_179,"#Person2#는 미국 비자 신청에 대해 #Person1#에게 이야기한다. #Person2#는 신청서가 복잡하다고 생각하고, 많은 사람들이 서류를 올바르게 작성하지 않거나 필수 서류를 빠뜨려서 신청이 거절된다고 생각한다."
test_180,"#Person2#는 Anne에게 다시 만나자고 제안하지만, Anne은 거절한다. #Person2#는 이해하지 못한다."
test_181,"#Person1# 은 Mary에게 인터넷 쇼핑에 대해 묻고, 온라인 쇼핑이 편리하고 시간도 절약된다고 설명합니다. 또한, #Person1# 과 함께 전 세계의 모든 물건을 온라인으로 확인해보자고 제안합니다."
test_182,#Person2# 는 미국식 회계에 익숙하지 않습니다. #Person1# 은 회계 프로세스에서 가장 기본적인 개념들을 설명합니다.
test_183,"제인은 피터에게 7월 16일부터 23일까지 시안에 가는 계획을 알려주고, 그는 관심이 있다. 그들은 또한 휴가 때 어디로 가고 싶은지에 대해 이야기한다."
test_184,#Person2#는 #Person1#의 도움으로 딸을 위해 로맨스 영화를 빌립니다. #Person1#은 #Person2#에게 회원 카드를 발급하고 영화 대여비를 알려줍니다.
test_185,#Person1# 은 Mr. Lee가 소포를 찾지 못해 #Person2# 에게 서명을 요청합니다.
test_186,#Person2# 는 #Person1# 에게 공항 호텔에 두 사람이 함께 방을 사용해야 한다고 안내합니다.
test_187,#Person1#과 #Person2#는 지난번에 놓친 식사에 대한 보답을 어떻게 할지에 대해 논의하고 있다.
test_188,"#Person2# 는 성적에 대한 스트레스로 불면증을 겪고 있다. #Person1# 은 요가 수업을 듣거나 이완 테크닉을 배우라고 제안하며, 스트레스를 해소하기 위해 음악을 들으라고 조언한다."
test_189,#Person1# 은 #Person2# 에게 주방을 현대식으로 바꾸고 싶다고 말합니다.
test_190,Walter와 Sterling은 새 선생님에 대해 이야기한다.
test_191,#Person2#는 검사 결과를 확인하기 위해 상담을 예약하고 싶어합니다. #Person1#는 #Person2#에게 오늘 오후에 오라고 요청합니다.
test_192,"Martin은 Eliza 선생님에게 시험 준비가 잘 되고 있으며, 아르바이트를 통해 용돈을 벌고 있다고 말한다. Martin은 학생 복지회에 대해 매우 만족하고 있다."
test_193,#Person1# 은 #Person2# 에게 소포를 1등급보다 10일 더 저렴한 우편으로 보내달라고 요청합니다.
test_194,"#Person1#이 호텔 방에서 휴대폰을 찾지 못하고, Linda는 #Person1#의 여동생에게 #Person1#이 핸드폰을 잃어버렸다고 전할 것이다."
test_195,"#Person1#은 미국에서 왔고, #Person2#는 #Person1#에게 음료를 제공한다."
test_196,"#Person1# 은 여름 방학 동안 사업 수업을 듣고, 삼촌 회사에서 아르바이트를 할 예정이다. #Person2# 는 미래에 대해 생각하지 않는다."
test_197,#Person2#가 Mary에게 오늘 아침에 우유 배달하러 갔다가 큰 가지에 부딪힌 이야기를 한다.
test_198,"#Person2# 는 #Person1# 에게 회사에서 6년 동안 근무했으며, 이전보다 더 오랜 시간을 일한다고 설명합니다. 관리 훈련 과정을 두 번 했기 때문에 승진할 준비가 되었다고 말합니다."
test_199,"#Person1#이 #Person2#의 도움으로 통장 개설을 하고, #Person2#는 #Person1#에게 보통 예금 통장에 이자가 붙지 않는 이유를 설명합니다."
test_200,"#Person1# 은 처음으로 중국에 와서 중국 음식을 먹고 싶어 하고, #Person2# 는 유명한 요리 스타일을 추천하며 베이징 오리구이를 먹어보고 싶어 합니다. #Person1# 이 식당을 추천하자, #Person3# 은 전취덕 식당에서 식사할 수 있다고 알려줍니다."
test_201,"#Person1# 은 #Person2# 에게 양털이 최대한 빨리 도착하기를 희망하며, 다음 달에 오클랜드를 떠나는 첫 배에 주문을 실어주기로 합의했습니다."
test_202,#Person1# 이 방에서 독서등을 깨뜨려 #Person2# 가 변상을 제공합니다.
test_203,"#Person1# 은 #Person2# 에게 2006 회계연도 마케팅 계획에 대해 설명하며, 해외 시장에서의 유통을 두 배로 늘리는 목표를 세웠다고 말합니다. 또한, 오버헤드를 통해 매출을 측정한다고 설명합니다."
test_204,"#Person1# 은 #Person2# 에게 여름 휴가 계획에 대해 묻습니다. 그들은 파리에서 출발하여 밀라노로 갈 예정이며, 영국에서는 에든버러 페스티벌에 참석할 계획입니다."
test_205,"Jimmy Fox는 중형차를 예약했으나, 차가 모두 나가서 예약을 할 수 없었습니다. #Person1# 은 작은 차와 포드 포커스를 추천하며 보험을 제공하겠다고 약속합니다."
test_206,#Person1# 은 #Person2# 에게 서재에서 카드게임을 하라고 경고합니다.
test_207,"Mr. Jones는 Ann에게 커피를 마시고, 이번 주 회계사와 회의 일정을 알려준다."
test_208,#Person2#는 지리 수업을 위해 지형이 표시된 세계 지도를 보고 있다. #Person1#는 그것이 흥미롭다고 생각한다.
test_209,"#Person2# 가 금연 방을 예약했지만, #Person1# 은 담배 냄새가 심하다고 불만을 제기합니다. #Person2# 는 사과하고 금연 방으로 변경하기로 합니다."
test_210,#Person1# 은 Bill에게 젖어 있는 페인트에 손대지 말라고 주의를 줍니다. 그들은 표지판을 세우기 위해 창고로 갔습니다.
test_211,"#Person1# 이 #Person2# 에게 음료수를 더 마시자고 제안했지만, 그들은 다음 주에 다시 만나기로 했습니다."
test_212,Jim이 Bill에게 친구 Dick과 William 박사가 최대한 빨리 일에 복귀할 수 있다고 말합니다.
test_213,"#Person2#는 #Person1#에게 #Person2#가 최저임금을 받으면서 야근을 하고 있다고 말한다. #Person1#는 #Person2#에게 그만두라고 조언하지만, #Person2#는 다른 일자리를 찾지 못할까 봐 걱정한다."
test_214,"Lisa는 #Person1#에게 Mark가 바람 피우고 있다는 것을 알게 되었다고 말한다. Lisa는 그녀의 남편에게 그 여자에 대해 물어보고, 그가 계속해서 어설픈 핑계를 대다가 결국 잘못을 자백했다고 말한다."
test_215,#Person2# 는 #Person1# 에게 의사로부터 빨간 고기를 줄이고 식단을 정리하라는 조언을 받았다고 설명합니다.
test_216,#Person1# 은 #Person2# 에게 남아서 맹세를 지키라고 설득합니다.
test_217,"#Person2# 는 #Person1# 에게 도서관 이용 방법을 설명하고, 회화 영어 관련 책 두 권을 대출할 수 있다고 안내합니다."
test_218,#Person1#과 #Person2#는 오늘 날씨가 좋다고 생각하고 밖에서 점심을 먹기로 결정한다. #Person1#은 이번 주말에 해변에 가는 것을 제안한다.
test_219,"#Person1# 은 #Person2# 에게 사진 촬영이 금지되어 있어 카메라를 잠시 맡기라고 요청하고, 카메라를 돌려받기로 합니다."
test_220,"#Person2# 는 대출 신청에 대한 정보를 얻기 위해 #Person1# 에게 도움을 요청합니다. 은행은 대출 승인을 위해 고객의 개인 정보, 과거 대출, 자산, 신용 점수와 같은 관련 정보를 평가해야 합니다."
test_221,모니카는 #Person1# 에게 자신의 발표가 설득력 있었고 클라이언트들이 프로젝트에 투자할 것이라고 확신했다고 말합니다. 또한 여러 부서의 동료들이 도움을 줬다고 언급합니다.
test_222,"#Person1# 이 톰에게 뛰러 가자고 하지만, 톰은 아침에 뛰는 것을 좋아합니다. 톰과 #Person1# 은 내일 함께 가기로 했습니다."
test_223,#Person2# 는 #Person1# 에게 일본 레스토랑의 영업 시간을 안내합니다.
test_224,#Person1# 은 Simpson 씨에게 목요일에 점심을 함께 하자고 제안합니다.
test_225,"#Person1# 은 데이트 상대와 레스토랑에 가려고 하며, #Person2# 는 그레이머시 타번을 추천하고 다른 레스토랑을 예약해 달라고 요청합니다."
test_226,"#Person2# 가 #Person1# 에게 오리구이, 맥주 두 병, 소고기 한 그릇을 소개합니다."
test_227,"#Person1#과 #Person2#는 각자의 나라에서 인기가 있는 스포츠에 대해 이야기한다. #Person1#의 나라에서는 골프와 익스트림 스포츠가 인기가 있고, #Person2#의 나라에서는 축구, 농구, 테니스, 럭비가 인기가 있다."
test_228,"#Person2# 는 헬싱키로 가는 항공권을 예약하고 싶어 합니다. #Person1# 은 #Person2# 에게 가격과 출발 및 도착 시간을 안내하고, 채식 기내식을 요청합니다."
test_229,#Person1# 은 #Person2# 에게 디즈니 월드에 처음 간다고 말합니다.
test_230,#Person2# 는 #Person1# 에게 그레이트 배리어 리프를 방문하고 싶다고 말합니다.
test_231,"Laura는 헬스장에 가려고 한다. #Person1# 은 걷기를 운동 삼아 많이 하고, #Person2# 는 수영이나 자전거 타기를 즐긴다. 둘 다 스포츠를 선호한다."
test_232,"#Person2#는 #Person1#에게 시카고에서 태어나고, 링컨 고등학교를 졸업하고, 1995년에 뮌헨에서 2년 동안 살았다고 말했다."
test_233,#Person1# 은 #Person2# 에게 새 정장이 만족스럽지 않다고 말합니다.
test_234,"Robin은 Martha Bicycle Club의 회장이며, Ann에게 mountain lake tour에 대해 설명합니다. Aann은 참가자들이 평균적으로 자전거를 타고, 매년 기록을 갱신한다고 말합니다."
test_235,#Person1# 은 #Person2# 에게 아페리티프와 싱어 주스를 추천합니다. #Person3# 은 싱어를 추천하고 싱어는 피하고 싶어 합니다.
test_236,"#Person1#이 Gregory를 점심 식사에 초대한다. #Person1#은 지난 주말에 번지 점프를 했다고 Gregory에게 말하고 Gregory에게도 시도해보라고 권한다. Gregory는 무서워한다. #Person1#은 Gregory에게 가르쳐주겠다고 하지만, #Person1#의 지갑을 잃어버렸다."
test_237,#Person2# 는 #Person1# 에게 노르망디 상륙작전에 대한 정보를 찾기 위해 인터넷 검색을 도와달라고 요청합니다.
test_238,#Person2# 는 근육이 불룩하게 되고 싶어 웨이트와 유산소 운동으로 좋은 체형을 원합니다. #Person1# 은 #Person2# 에게 더 가벼운 무게로 시작하고 스트레칭을 하라고 조언합니다.
test_239,#Person1# 은 #Person2# 에게 캠퍼스 내 학생들을 위한 주차 건물의 위치를 안내합니다.
test_240,"Emily는 미국에서 받은 첫 급여에 대해 Susan에게 묻습니다. Susan은 Emily에게 FICA와 SUI 세금이 무엇인지, 그리고 Medicare와 건강 보험 계획에서 공제되는 이유를 설명합니다."
test_241,#Person1# 은 #Person2# 에게 자판기에서 간식을 구매하는 방법을 설명합니다. #Person3# 은 만족하지 않습니다.
test_242,#Person2# 는 태국에 있는 여자친구를 만나러 갈 계획이다. #Person1# 은 #Person2# 가 인터넷으로 친해졌고 약혼할 계획도 있다고 말한다.
test_243,제임스는 케이트의 새 가구를 칭찬한다. 케이트는 제임스에게 카펫이 새 것인지 아니면 청소한 것인지 묻는다. 제임스는 케이트가 청소한 것이라고 생각한다.
test_244,"#Person2#는 Bill에게 하루 운동 일정표를 주고, Bill은 그것에 대해 불평한다."
test_245,"#Person1# 은 마켓에게 과학 과목에 등록할 것을 권유하지만, 마틴은 고등학교에서 수학 성적이 좋지 않습니다."
test_246,#Person1#은 Tim에게 그의 프로젝트와 더 환경친화적인 삶을 사는 방법에 대해 이야기해 달라고 요청한다. Tim은 그의 또래 친구들 중에서도 환경을 위해 노력하는 사람들이 많다는 것을 알게 되었다고 말한다.
test_247,#Person1# 은 토니에게 크리스마스를 맞아 피곤하다고 말한다. 토니는 #Person1# 에게 크리스마스 전에 아이들 선물을 파는 것이 끔찍한 일이라고 불평한다.
test_248,"Bill은 Sue에게 케이크를 먹어보라고 제안하지만, Sue는 알레르기 때문에 케이크를 먹을 수 없다. Bill은 Sue를 위해 뜨거운 스프를 가져다 줄 것이다."
test_249,"#Person2# 는 여름 옷을 찾고 있으며, #Person1# 은 #Person2# 에게 티셔츠와 어울리는 치마를 찾아달라고 요청합니다."
test_250,"#Person1# 은 예약 확인서를 받았지만, #Person2# 는 72시간 내에 재확인하지 않으면 예약이 취소된다고 설명합니다."
test_251,#Person1#과 #Person2#는 부활절에 가족들이 모이는 것을 보고 있다.
test_252,"#Person1# 과 #Person2# 는 토니에게 아들에게 상처 주는 습관에 대해 이야기합니다. #Person1# 은 토니가 어린 아이임을 강조하며 애정과 인내심, 그리고 존중으로 대하라고 권장합니다. 또한, 토니를 협력하도록 유도하기 위해 좋은 행동에는 보상을 주라고 조언합니다."
test_253,#Person1#이 #Person2#에게 Julie와 Alex가 결혼했다고 말한다. #Person1#은 그들의 총각 파티에 대해 이야기하고 #Person2#는 자신의 친구 Wendy의 결혼 파티를 준비 중이라고 말한다.
test_254,#Person2# 가 #Person1# 에게 투표용지를 받을 수 있는 방법을 안내합니다.
test_255,"#Person1# 은 #Person2# 에게 회사가 곧 인원 감축을 할 것이라고 전하며, 앤디와 리사가 잘릴까 봐 걱정한다고 말한다. #Person1# 는 앤디가 아닐 수도 있다고 생각한다."
test_256,#Person2# 는 #Person1# 에게 중국 드라마 '중국식 이혼'을 보고 있다고 말합니다. 두 사람은 중국의 결혼이 너무 빨리 진행된다고 생각합니다. 그들은 80년대 이후 세대의 전형적인 결혼 생활 방식에 동의합니다.
test_257,"Judy는 #Person1# 에게 예산 목록을 보여주며 교통비와 호텔비로 많은 돈을 소비해야 한다고 설명합니다. 또한, 저렴한 호텔을 선택하면 숙소 질이 나빠질 수 있다고 조언합니다."
test_258,"#Person1# 은 #Person2# 에게 메리가 제로드와 결혼했다고 전하며, 파리에 산다는 소식을 전합니다."
test_259,"#Person2# 가 지갑을 도난당했고, #Person1# 은 #Person2# 에게 돈을 빌려주기로 했습니다."
test_260,#Person1# 은 #Person2# 에게 주요 공급업체 두 곳이 합병한다는 소식을 전합니다. #Person3# 은 치열한 경쟁 속에서 살아남기 위해 합병하는 것이 더 낫다고 생각합니다.
test_261,"톰은 새 조수에게 감명을 받았지만, #Person2# 는 그가 거만한 것 같다고 생각한다."
test_262,"Sarah는 회의가 효율적이지 않았다고 느끼고 있다. #Person1# 은 회의 주제가 사무실 워크플로우를 개선하여 좀 더 효율적으로 만드는 것이라고 설명한다. 또한, 회의의 세부사항에 얽매이지 않고 짧고 간결하게 말하라고 조언한다."
test_263,#Person1#과 #Person2#는 이슬람에 관한 프로그램을 보고 있다. #Person2#는 #Person1#에게 메카로 순례를 가는 무슬림들에 대해 설명한다. 그들은 또한 다른 신앙의 순례자들에 대해 이야기한다.
test_264,Mike는 Ted가 Jenny를 좋아하는 것을 알아차리고 그에게 감정을 표현하라고 조언한다. Ted는 그녀가 자신을 거절할까 두려워한다.
test_265,#Person2# 는 #Person1# 에게 화를 가라앉히기 위해 음악을 듣거나 운동을 하라고 조언합니다.
test_266,#Person1# 은 #Person2# 에게 뉴질랜드에 있는 가족에 대해 이야기합니다. #Person1# 의 아버지는 Sarah와 Jane이 그들의 사촌이라고 말합니다.
test_267,#Person1#은 Stuart 씨가 마라톤에서 우승한 것을 축하합니다.
test_268,#Person2# 는 아이들과 아내를 위한 선물을 고르고 있습니다. #Person1# 은 #Person2# 에게 DENY 브랜드의 향수 한 병을 추천합니다.
test_269,#Person1# 은 영국으로 전화하기 위해 로밍 요금이 비싸서 #Person2# 에게 현지 SIM 카드를 사용하는 것을 추천합니다.
test_270,"Mr. Brown은 #Person2#에게 급여에 대해 이야기하고, #Person2#는 능력과 경험에 따라 급여를 결정해 달라고 요청합니다."
test_271,"#Person1# 과 #Person2# 는 Barry와 그의 형 Paul에 대해 이야기하고 있습니다. 그들은 서로 수줍음이 많다고 생각하지만, #Person1# 은 정중하고 신중하며 편안하다고 생각합니다. 두 사람 모두 파티에 참석할 예정입니다."
test_272,#Person1#은 파사디나나 아카디아에 있는 ABC 학군 내의 중간 크기의 집을 사고 싶어합니다. #Person2#는 며칠 내로 #Person1#에게 연락할 것입니다.
test_273,"Grant 씨는 샘플을 두고 가기로 결정하고, 다음 주에 다시 연락하겠다고 합니다."
test_274,#Person1# 은 #Person2# 에게 PHS에서 Sons으로 가는 직행 버스를 안내합니다.
test_275,Mr. Lee가 Mrs. Word를 집까지 태워다 준다.
test_276,#Person1#은 #Person2#의 어깨를 검사하고 어깨 엑스레이를 찍기 위해 병원에 가는 것을 제안한다.
test_277,#Person2#는 IBA 고객 서비스에 전화하여 도난당한 신용카드에 대해 도움을 청하고 있습니다.
test_278,#Person1#이 잠자리에 들고 #Person2#는 #Person1#을 깨우기 위해 저녁 준비를 시작할 것이다.
test_279,"#Person1#은 #Person2#가 중국 음식을 주문하는 것을 도와주고, #Person2#는 고기를 먹고 있습니다. #Person2#는 고기가 소고기라는 것을 알게 됩니다."
test_280,"#Person1# 과 #Person2# 는 식기를 챙기고, 줄을 서며, 크림 케이크를 먹기로 결정합니다."
test_281,"Lucy는 Stanley의 노래를 듣고 싶어 하지만, #Person1# 은 거절하고 엘비스 노래를 틀어주기로 한다."
test_282,#Person2# 는 #Person1# 에게 영화 상영의 개념을 혁신해야 한다고 제안합니다.
test_283,"#Person1# 은 #Person2# 에게 갈색 드레스를 추천하며, 면 드레스에 대해 설명합니다."
test_284,#Person1#은 아빠에게 용돈을 달라고 하지만 아빠는 깜빡하고 있다. #Person1#은 아빠에게 침대 밑에 있는 비밀 돈통을 사용하라고 제안한다.
test_285,#Person1# 과 #Person2# 는 Mike의 생일 파티에 대해 이야기하고 있다.
test_286,#Person1# 은 #Person2# 가 책자 우표와 항공우편 우표를 우선우편으로 보내도록 도와줍니다.
test_287,"#Person1# 과 #Person2# 는 중국에서의 자연재해에 대해 이야기하고 있습니다. #Person1# 은 원촨 지진을 경험했고, #Person3# 도 이에 동의합니다."
test_288,#Person1#과 #Person2#는 비오는 날씨에 대해 이야기하고 있습니다. #Person2#는 #Person1#에게 장마가 곧 끝날 것이라고 말합니다.
test_289,"#Person1# 과 #Person2# 는 배구 경기 후 올림픽 기념품 가게에 가서 구경하기로 결정합니다. #Person1# 은 마스코트를 사고 싶어 하고, 두 사람 모두 그것이 좋다고 생각합니다."
test_290,"#Person1#은 큰 요리를 자주 하기 때문에 팬을 사고 싶어합니다. #Person2#는 #Person1#에게 알루미늄 팬을 추천하고, #Person1#은 가벼운 나무 손잡이가 있는 것을 선택합니다."
test_291,#Person1# 과 #Person2# 는 퇴근 후 함께 차를 타고 가기로 했습니다.
test_292,"Mr. Becker는 워싱턴의 관료들이 그들의 직업을 선호한다고 설명합니다. 그는 정직하고 성실한 전문가이며, 급여와 근무 조건이 매력적이라고 평가합니다."
test_293,"Pete는 Henry Johnson을 만나고, 그들은 같은 도시 출신이라는 것을 알게 된다. 그들은 저녁 계획을 논의하고, 결국 바 거리로 가기로 결정한다."
test_294,Mr. Jones는 Julie에게 식중독의 증상에 대해 묻습니다. Jillie는 친구들과의 식사 후 속이 안 좋았지만 지금은 나아졌다고 말합니다. #Person1# 은 그녀에게 생물학 수업 자료를 인터넷에서 다운로드할 수 있는 방법을 제안합니다.
test_295,Mike의 엄마는 오늘 오후에 친구들이 올 예정입니다. Mike는 엄마가 음료수를 사고 커피를 만들 수 있도록 도와줍니다.
test_296,#Person1#은 #Person2#를 아파트로 데려가고 버스 여행에 대해 이야기한다. #Person2#는 버스가 불편했지만 환경에 덜 해로웠다고 생각한다. #Person1#은 #Person2#에게 건강을 신경 써야 한다고 조언한다.
test_297,#Person1#은 #Person2#에게 일에 대해 묻습니다. #Person2#는 주말에도 일할 수 있으며 여행을 좋아하고 사람들을 만나는 것을 좋아합니다. #Person2#는 외국어를 할 줄 알고 목소리가 또렷합니다.
test_298,"지미가 에이미에게 어제 피크닉을 갔다고 말한다. 그들은 베이하이 공원에 갔고, 그 후에 바에 갔다. 그들은 카페에서 만나서 책을 돌려줄 예정이다."
test_299,#Person1#은 Peter에게 차를 마시자고 제안하지만 Peter는 정원에 물을 주고 싶어한다. 그런데 비가 오기 시작한다.
test_300,#Person1# 은 #Person2# 에게 긴급 회의를 최대한 빨리 소집하고 Ken이 돌아오면 일정을 잡으라고 요청합니다.
test_301,"#Person2# 는 #Person1# 에게 편지에 필요한 우표와 비용, 영수증과 거스름돈을 제공합니다."
test_302,"#Person1#은 Mr. Smith에게 감염을 치료할 약을 처방하고, 그는 약국에서 할인받을 수 있다고 말한다."
test_303,"#Person2# 는 #Person1# 에게 손재주 있는 중국 공예품을 추천하며, 독특한 중국식이면서 운반이 쉽다고 설명합니다."
test_304,#Person1# 과 #Person2# 는 만국박람회를 위한 유명한 에펠탑에 대해 이야기합니다.
test_305,"Brian은 #Person1# 에게 영어에 능숙하며, 라스베이거스는 한 번도 방문한 적이 없다고 말합니다."
test_306,#Person2#는 #Person1#이 늦었다고 생각해서 걱정하고 있다. #Person1#은 #Person2#를 위로한다.
test_307,"#Person2# 는 #Person1# 에게 모든 것이 계획대로 진행되었다고 말하며, 경고 없이 일을 진행할 수 있다고 설명합니다."
test_308,#Person1# 과 #Person2# 는 John과 그녀의 데이트에 대해 이야기합니다.
test_309,"#Person1# 과 #Person2# 는 런던의 역사적인 도시들에 대해 이야기합니다. #Person1# 은 웨스트민스터 사원, 보우디카 동상, 그리고 마담 투소 밀랍 인형 박물관을 방문할 예정입니다."
test_310,"다니엘은 #Person1# 에게 자신이 과학을 가장 좋아한다고 말하고, #Person2# 는 그가 영리하다고 생각한다."
test_311,#Person2#는 #Person1#을 위해 멋진 베이비 샤워를 준비했다. #Person1#은 #Person2#와 다른 사람들의 선물을 열어보고 감사의 말을 전한다.
test_312,"#Person1# 은 중국에 관광하러 가고 싶어하지만, #Person2# 는 바빠서 갈 수 없다고 한다."
test_313,Karren과 Tim은 오랜만에 만나 인사를 나눈다.
test_314,#Person1# 은 #Person2# 에게 Michael이 새 오토바이를 타보게 해준 것에 대해 이야기합니다.
test_315,"#Person1# 은 #Person2# 에게 몇 개의 언어를 구사할 수 있으며, 영어는 간단한 대화 정도만 할 수 있다고 설명합니다. 또한, #Person1# 의 영어 실력이 미국 회사에서 일하기에 충분하다고 믿습니다."
test_316,#Person1# 은 #Person2# 의 여동생 낸시에게 전화하여 앤디가 전화했다고 전해달라고 요청합니다.
test_317,#Person1# 은 뉴욕행 비행기가 취소되었다고 알립니다. #Person2# 는 내일 비행기를 예약해 달라고 요청합니다.
test_318,"#Person1# 과 #Person2# 는 점심을 먹으러 버거 퀸에 가며, #Person1# 은 치즈버거와 감자튀김을 좋아합니다. 그들은 인내심을 가지라고 조언합니다."
test_319,#Person1# 은 초과 수하물 요금을 지불하고 #Person2# 에게 취급 주의 라벨을 요청합니다.
test_320,"#Person1# 은 목이 마르고, 탄산음료가 갈증을 풀어준다고 생각합니다. #Person2# 는 탈수일 때 물을 마셔야 한다고 설명합니다."
test_321,Wang Miao가 Mr. Green이 급한 일이 생겨서 내일 해외로 가야 하기 때문에 Liang 씨에게 전화를 걸어 약속을 변경하려고 합니다.
test_322,"#Person1# 은 에나멜 가죽 구두를 찾고 있으며, #Person2# 는 이를 추천합니다."
test_323,"Benjamin는 프로젝트 보고서를 어떻게 써야 할지 모른다. #Person1#은 Benjamin에게 보고서에 어떤 내용이 들어가야 하는지 알려주고, 마이크로소프트 워드를 사용하는 방법을 가르쳐준다."
test_324,"#Person2#는 Marty의 도움으로 피자 하우스에서 피자를 주문합니다. Marty는 #Person2#에게 1+1 행사와 특별 할인 메뉴를 추천하지만, #Person2#는 중간 크기의 피자와 해산물 피자를 주문합니다."
test_325,"#Person1# 은 #Person2# 에게 메뉴를 설명하며 토마토 수프, 스테이크, 블랙 커피, 미네랄 워터를 주문합니다."
test_326,"#Person2# 는 #Person1# 에게 자신의 집에 대해 설명하고, 주방은 현대적이라고 언급합니다."
test_327,"#Person2#는 #Person1#의 가게에서 산 개인 스테레오가 앞부분에 큰 스크래치가 있고, 다른 사람이 소음을 들을 수 없다고 써 있지만, 사람들이 소리를 듣고 있어서 화가 났다. #Person1#은 #Person2#에게 다른 모델로 교환해 줄 수 있다고 말했다."
test_328,"#Person1# 은 기숙사 보증금을 아직 납부하지 않았습니다. #Person2# 는 기숙사가 너무 시끄러워서 불편하다고 생각하지만, #Person1# 이 도서관에서 공부하는 것을 권장합니다."
test_329,"#Person1#과 #Person2#는 중고 서점에서 책을 사고 있습니다. #Person1#은 1893년에 누군가가 쓴 메모가 있는 책을 발견하고, #Person2#는 그것이 더 가치가 있다고 생각하지 않습니다."
test_330,"#Person1# 은 #Person2# 에게 베이징 맛집의 창가 쪽 테이블을 안내하고, 20분 후에 음식을 준비하겠다고 약속합니다."
test_331,#Person1# 은 아들에게 중요한 증명서를 전달하기 위해 #Person2# 에게 편지를 등기 우편이나 배달 증명 우편으로 보내라고 제안합니다.
test_332,Tom이 Sally와 John에게 편지를 썼다. #Person1#이 Sally에게 편지 내용을 읽어주었다.
test_333,"#Person1# 은 컴퓨터 사용에 어려움을 겪고 있으며, #Person2# 는 이를 이해한다."
test_334,"#Person1# 과 #Person2# 는 화창한 날씨를 좋아하지만, 비가 올까 봐 걱정합니다. #Person1# 은 일기예보가 틀린 것 같다고 생각합니다."
test_335,#Person2# 는 #Person1# 에게 참고 자료 데스크에서 컴퓨터에 관한 일반적인 정보를 찾고 있다고 설명합니다.
test_336,"#Person2# 는 #Person1# 에게 프렌치 가든 레스토랑에 오신 것을 환영하며, 물 한 병과 참치 샌드위치 하나, 야채 수프 한 그릇을 주문합니다."
test_337,"#Person1#은 #Person2#가 레모네이드, 바비큐 윙, 그리고 베이비백 립스를 주문하는 것을 도와줍니다."
test_338,#Person1# 은 #Person2# 에게 물과 디저트를 제공합니다.
test_339,#Person1# 은 #Person2# 에게 Eric이 복권에 당첨되어 세계 여행 티켓 두 장을 구매하면 어떻게 할지에 대해 이야기합니다.
test_340,"#Person1#이 새 강아지 사진을 #Person2#에게 보여주고, #Person2#는 그것이 귀엽다고 생각한다."
test_341,#Person1# 은 #Person2# 에게 Jane 이모가 Tom에게 새 자전거를 사준 것에 대해 이야기합니다. #Person1# 는 교통 체증을 피하기 위해 언젠가 큰 차를 구매할 계획입니다.
test_342,"#Person2# 는 최신 유행의 치마를 찾고 있으며, #Person1# 은 400달러를 제안합니다."
test_343,"#Person2# 는 #Person1# 에게 자신의 도시가 200년 전에는 그저 작은 마을에 불과했다고 설명하며, 그 지역의 석탄 발견으로 인해 주요 산업 중심지로 성장했다고 말합니다. 또한 #Person2# 의 도시는 200년의 역사를 가지고 있으며, 현재도 일부의 마을이 남아 있다고 합니다."
test_344,"#Person1#과 #Person2#는 환경 문제에 대해 이야기하고 있다. 그들은 대기 오염, 열대우림 파괴, 사막화 문제에 대해 논의한다. 그들은 환경 보호를 목표로 하는 조직에 가입하는 것을 제안한다."
test_345,데니스는 #Person2#에게 온라인에서 만난 남자친구와 만나기로 했다고 말한다. #Person2#는 데니스에게 좋은 의사를 찾는 것을 제안한다.
test_346,"#Person1#은 Nathan이 시카고로 가는 실습에 대해 걱정하고 있다. Nathan은 자신이 잘 할 수 있을 것이라고 확신하고, 그의 일에 대해 #Person1#에게 설명한다."
test_347,#Person2#는 3일 동안 토요타 카롤라를 빌리고 싶어합니다. #Person1#는 #Person2#의 신분증을 복사하고 차 열쇠를 줍니다.
